CybORG v2.1, Scenario2, Commit Hash: 7c95856cff329e902d98674a05b87800003f2f3f
author: test, team: test, technique: test
wrappers: ChallengeWrapper(env=env, agent_name='Blue')
steps: 30, adversary: B_lineAgent, mean: -163.97899999999996, standard deviation 78.71919316613494
actions: [('Analyse Defender', 'DiscoverRemoteSystems 10.0.90.160/28'), ('DecoyFemitter User3', 'DiscoverNetworkServices 10.0.90.166'), ('DecoyFemitter Op_Server0', 'ExploitRemoteService 10.0.90.166'), ('Remove User3', 'PrivilegeEscalate User4'), ('DecoyFemitter Defender', 'DiscoverNetworkServices 10.0.96.164'), ('DecoyApache Defender', 'ExploitRemoteService 10.0.96.164'), ('DecoyApache Op_Host1', 'PrivilegeEscalate Enterprise0'), ('Analyse Enterprise2', 'DiscoverRemoteSystems 10.0.96.160/28'), ('Remove Enterprise1', 'DiscoverNetworkServices 10.0.96.173'), ('DecoyApache User2', 'ExploitRemoteService 10.0.96.173'), ('Remove Op_Host0', 'PrivilegeEscalate Enterprise2'), ('Analyse User4', 'DiscoverNetworkServices 10.0.84.242'), ('Remove Op_Host2', 'ExploitRemoteService 10.0.84.242'), ('Remove Enterprise1', 'PrivilegeEscalate Op_Server0'), ('Remove Op_Server0', 'Impact Op_Server0'), ('Analyse User3', 'Impact Op_Server0'), ('Remove Op_Server0', 'Impact Op_Server0'), ('DecoyFemitter User1', 'Impact Op_Server0'), ('Remove Op_Host1', 'Impact Op_Server0'), ('Analyse Op_Host2', 'Impact Op_Server0'), ('DecoyFemitter User1', 'Impact Op_Server0'), ('Remove User2', 'Impact Op_Server0'), ('DecoyFemitter Op_Host2', 'Impact Op_Server0'), ('DecoyFemitter Op_Host2', 'Impact Op_Server0'), ('DecoyFemitter User1', 'Impact Op_Server0'), ('DecoyFemitter User2', 'Impact Op_Server0'), ('DecoyApache Enterprise2', 'Impact Op_Server0'), ('DecoyApache User3', 'Impact Op_Server0'), ('DecoyApache Op_Server0', 'Impact Op_Server0'), ('DecoyApache Op_Host0', 'Impact Op_Server0')], total reward: -223.79999999999993
actions: [('Analyse User4', 'DiscoverRemoteSystems 10.0.167.32/28'), ('Remove Op_Host2', 'DiscoverNetworkServices 10.0.167.41'), ('Remove User1', 'ExploitRemoteService 10.0.167.41'), ('Analyse User2', 'PrivilegeEscalate User4'), ('Analyse Enterprise1', 'DiscoverNetworkServices 10.0.210.97'), ('Analyse User4', 'ExploitRemoteService 10.0.210.97'), ('Remove Enterprise2', 'PrivilegeEscalate Enterprise0'), ('Remove User1', 'DiscoverRemoteSystems 10.0.210.96/28'), ('DecoyFemitter Enterprise2', 'DiscoverNetworkServices 10.0.210.108'), ('Analyse User4', 'ExploitRemoteService 10.0.210.108'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.210.97'), ('Monitor', 'PrivilegeEscalate Enterprise0'), ('Remove Enterprise1', 'DiscoverRemoteSystems 10.0.210.96/28'), ('Analyse Enterprise0', 'DiscoverNetworkServices 10.0.210.108'), ('Analyse Op_Host1', 'ExploitRemoteService 10.0.210.108'), ('Sleep', 'ExploitRemoteService 10.0.210.97'), ('Remove Defender', 'PrivilegeEscalate Enterprise0'), ('Remove Op_Server0', 'DiscoverRemoteSystems 10.0.210.96/28'), ('Analyse Enterprise0', 'DiscoverNetworkServices 10.0.210.108'), ('DecoyFemitter Op_Server0', 'ExploitRemoteService 10.0.210.108'), ('Remove User1', 'ExploitRemoteService 10.0.210.97'), ('Analyse Op_Host0', 'PrivilegeEscalate Enterprise0'), ('Analyse Op_Server0', 'DiscoverRemoteSystems 10.0.210.96/28'), ('DecoyApache Op_Server0', 'DiscoverNetworkServices 10.0.210.108'), ('Remove User0', 'ExploitRemoteService 10.0.210.108'), ('Analyse User0', 'ExploitRemoteService 10.0.210.97'), ('Analyse Op_Host0', 'PrivilegeEscalate Enterprise0'), ('Analyse User3', 'DiscoverRemoteSystems 10.0.210.96/28'), ('Analyse Enterprise1', 'DiscoverNetworkServices 10.0.210.108'), ('DecoyFemitter User1', 'ExploitRemoteService 10.0.210.108')], total reward: -26.80000000000001
actions: [('Remove Op_Host0', 'DiscoverRemoteSystems 10.0.213.224/28'), ('Analyse Op_Server0', 'DiscoverNetworkServices 10.0.213.230'), ('Remove Op_Server0', 'ExploitRemoteService 10.0.213.230'), ('DecoyFemitter User1', 'PrivilegeEscalate User2'), ('DecoyFemitter Defender', 'DiscoverNetworkServices 10.0.44.8'), ('DecoyApache User2', 'ExploitRemoteService 10.0.44.8'), ('Analyse User3', 'PrivilegeEscalate Enterprise1'), ('DecoyApache Op_Server0', 'DiscoverRemoteSystems 10.0.44.0/28'), ('Remove Defender', 'DiscoverNetworkServices 10.0.44.1'), ('DecoyApache Op_Server0', 'ExploitRemoteService 10.0.44.1'), ('Remove User4', 'PrivilegeEscalate Enterprise2'), ('Remove Enterprise0', 'DiscoverNetworkServices 10.0.197.36'), ('Analyse Op_Server0', 'ExploitRemoteService 10.0.197.36'), ('Remove User2', 'ExploitRemoteService 10.0.44.1'), ('Remove Defender', 'PrivilegeEscalate Enterprise2'), ('Analyse User0', 'DiscoverNetworkServices 10.0.197.36'), ('DecoyApache User2', 'ExploitRemoteService 10.0.197.36'), ('DecoyFemitter User3', 'ExploitRemoteService 10.0.44.1'), ('DecoyApache Defender', 'PrivilegeEscalate Enterprise2'), ('DecoyApache User4', 'DiscoverNetworkServices 10.0.197.36'), ('DecoyApache Defender', 'ExploitRemoteService 10.0.197.36'), ('DecoyFemitter Defender', 'ExploitRemoteService 10.0.44.1'), ('DecoyApache User2', 'PrivilegeEscalate Enterprise2'), ('Remove Enterprise0', 'DiscoverNetworkServices 10.0.197.36'), ('Analyse User3', 'ExploitRemoteService 10.0.197.36'), ('DecoyFemitter User2', 'ExploitRemoteService 10.0.44.1'), ('Remove Defender', 'PrivilegeEscalate Enterprise2'), ('Analyse Enterprise0', 'DiscoverNetworkServices 10.0.197.36'), ('Remove User1', 'ExploitRemoteService 10.0.197.36'), ('DecoyApache User4', 'ExploitRemoteService 10.0.44.1')], total reward: -46.80000000000002
actions: [('Remove User2', 'DiscoverRemoteSystems 10.0.139.48/28'), ('Remove Op_Server0', 'DiscoverNetworkServices 10.0.139.52'), ('Remove Enterprise1', 'ExploitRemoteService 10.0.139.52'), ('DecoyApache Enterprise1', 'PrivilegeEscalate User3'), ('Analyse Op_Host2', 'DiscoverNetworkServices 10.0.145.22'), ('Remove User2', 'ExploitRemoteService 10.0.145.22'), ('DecoyApache User1', 'PrivilegeEscalate Enterprise0'), ('Remove User0', 'DiscoverRemoteSystems 10.0.145.16/28'), ('Analyse Enterprise0', 'DiscoverNetworkServices 10.0.145.21'), ('Remove Op_Server0', 'ExploitRemoteService 10.0.145.21'), ('DecoyApache Enterprise0', 'PrivilegeEscalate Enterprise2'), ('Analyse Op_Server0', 'DiscoverNetworkServices 10.0.74.253'), ('DecoyFemitter Op_Host2', 'ExploitRemoteService 10.0.74.253'), ('DecoyFemitter User2', 'PrivilegeEscalate Op_Server0'), ('Analyse Enterprise1', 'Impact Op_Server0'), ('Analyse User0', 'Impact Op_Server0'), ('DecoyApache Enterprise2', 'Impact Op_Server0'), ('DecoyApache Op_Server0', 'Impact Op_Server0'), ('DecoyApache Op_Host0', 'Impact Op_Server0'), ('DecoyFemitter User1', 'Impact Op_Server0'), ('Analyse Op_Host0', 'Impact Op_Server0'), ('Analyse User1', 'Impact Op_Server0'), ('DecoyApache Defender', 'Impact Op_Server0'), ('DecoyFemitter Defender', 'Impact Op_Server0'), ('Sleep', 'Impact Op_Server0'), ('DecoyFemitter Enterprise2', 'Impact Op_Server0'), ('DecoyApache User0', 'Impact Op_Server0'), ('DecoyApache Op_Host0', 'Impact Op_Server0'), ('Remove Op_Host2', 'Impact Op_Server0'), ('Remove Enterprise1', 'Impact Op_Server0')], total reward: -223.69999999999993
actions: [('DecoyApache Enterprise1', 'DiscoverRemoteSystems 10.0.55.208/28'), ('DecoyApache Op_Host0', 'DiscoverNetworkServices 10.0.55.218'), ('DecoyApache User3', 'ExploitRemoteService 10.0.55.218'), ('Remove Enterprise2', 'PrivilegeEscalate User3'), ('DecoyApache User2', 'DiscoverNetworkServices 10.0.15.86'), ('Remove Op_Host0', 'ExploitRemoteService 10.0.15.86'), ('Analyse Op_Host2', 'PrivilegeEscalate Enterprise0'), ('DecoyApache Op_Server0', 'DiscoverRemoteSystems 10.0.15.80/28'), ('Sleep', 'DiscoverNetworkServices 10.0.15.91'), ('Analyse User3', 'ExploitRemoteService 10.0.15.91'), ('Analyse Op_Server0', 'PrivilegeEscalate Enterprise2'), ('Remove Enterprise2', 'DiscoverNetworkServices 10.0.18.222'), ('Remove User0', 'ExploitRemoteService 10.0.18.222'), ('Remove User0', 'PrivilegeEscalate Op_Server0'), ('Analyse Enterprise1', 'Impact Op_Server0'), ('DecoyFemitter User3', 'Impact Op_Server0'), ('DecoyFemitter User1', 'Impact Op_Server0'), ('Analyse User0', 'Impact Op_Server0'), ('Remove Op_Host1', 'Impact Op_Server0'), ('DecoyFemitter User1', 'Impact Op_Server0'), ('DecoyApache User4', 'Impact Op_Server0'), ('Remove Op_Host1', 'Impact Op_Server0'), ('Remove Op_Host0', 'Impact Op_Server0'), ('DecoyFemitter User1', 'Impact Op_Server0'), ('Remove Op_Server0', 'Impact Op_Server0'), ('DecoyApache User1', 'Impact Op_Server0'), ('Analyse Op_Server0', 'Impact Op_Server0'), ('Remove Defender', 'Impact Op_Server0'), ('Monitor', 'Impact Op_Server0'), ('Remove Enterprise1', 'Impact Op_Server0')], total reward: -223.79999999999993
actions: [('DecoyApache User4', 'DiscoverRemoteSystems 10.0.156.240/28'), ('DecoyApache Enterprise0', 'DiscoverNetworkServices 10.0.156.249'), ('Remove Op_Host0', 'ExploitRemoteService 10.0.156.249'), ('DecoyFemitter Op_Host1', 'PrivilegeEscalate User1'), ('DecoyApache Enterprise1', 'DiscoverNetworkServices 10.0.89.103'), ('Analyse Op_Host0', 'ExploitRemoteService 10.0.89.103'), ('DecoyFemitter User0', 'PrivilegeEscalate Enterprise1'), ('DecoyApache Enterprise1', 'DiscoverRemoteSystems 10.0.89.96/28'), ('Remove Enterprise1', 'DiscoverNetworkServices 10.0.89.109'), ('DecoyApache Defender', 'ExploitRemoteService 10.0.89.109'), ('Remove User0', 'PrivilegeEscalate Enterprise2'), ('Analyse Op_Host2', 'DiscoverNetworkServices 10.0.14.70'), ('Monitor', 'ExploitRemoteService 10.0.14.70'), ('Remove Enterprise2', 'PrivilegeEscalate Op_Server0'), ('DecoyApache Enterprise2', 'Impact Op_Server0'), ('Analyse Enterprise2', 'Impact Op_Server0'), ('DecoyFemitter Op_Host1', 'Impact Op_Server0'), ('Analyse User1', 'Impact Op_Server0'), ('DecoyApache Op_Host2', 'Impact Op_Server0'), ('DecoyFemitter Op_Host1', 'Impact Op_Server0'), ('DecoyFemitter User2', 'Impact Op_Server0'), ('Remove User2', 'Impact Op_Server0'), ('Analyse Enterprise0', 'Impact Op_Server0'), ('Analyse Enterprise0', 'Impact Op_Server0'), ('DecoyApache User0', 'Impact Op_Server0'), ('Analyse Op_Server0', 'Impact Op_Server0'), ('DecoyApache Enterprise0', 'Impact Op_Server0'), ('Analyse Op_Host2', 'Impact Op_Server0'), ('Analyse Op_Server0', 'Impact Op_Server0'), ('Sleep', 'Impact Op_Server0')], total reward: -223.79999999999993
actions: [('Analyse User1', 'DiscoverRemoteSystems 10.0.224.240/28'), ('DecoyFemitter Op_Host0', 'DiscoverNetworkServices 10.0.224.246'), ('Remove Defender', 'ExploitRemoteService 10.0.224.246'), ('Analyse User3', 'PrivilegeEscalate User3'), ('Remove User4', 'DiscoverNetworkServices 10.0.113.228'), ('Remove Defender', 'ExploitRemoteService 10.0.113.228'), ('DecoyFemitter Enterprise1', 'PrivilegeEscalate Enterprise0'), ('DecoyFemitter Op_Host2', 'DiscoverRemoteSystems 10.0.113.224/28'), ('DecoyFemitter Op_Host1', 'DiscoverNetworkServices 10.0.113.235'), ('DecoyApache User1', 'ExploitRemoteService 10.0.113.235'), ('DecoyFemitter User1', 'PrivilegeEscalate Enterprise2'), ('Remove User0', 'DiscoverNetworkServices 10.0.177.131'), ('Remove User0', 'ExploitRemoteService 10.0.177.131'), ('Analyse Op_Host1', 'PrivilegeEscalate Op_Server0'), ('DecoyApache Enterprise2', 'Impact Op_Server0'), ('DecoyFemitter Op_Host0', 'Impact Op_Server0'), ('Analyse User2', 'Impact Op_Server0'), ('DecoyFemitter User3', 'Impact Op_Server0'), ('Remove Enterprise0', 'Impact Op_Server0'), ('Sleep', 'Impact Op_Server0'), ('DecoyFemitter User1', 'Impact Op_Server0'), ('DecoyFemitter Op_Host1', 'Impact Op_Server0'), ('Remove User4', 'Impact Op_Server0'), ('DecoyApache User2', 'Impact Op_Server0'), ('Analyse User2', 'Impact Op_Server0'), ('DecoyFemitter User3', 'Impact Op_Server0'), ('DecoyFemitter Enterprise2', 'Impact Op_Server0'), ('DecoyFemitter Op_Server0', 'Impact Op_Server0'), ('Remove Op_Host2', 'Impact Op_Server0'), ('Monitor', 'Impact Op_Server0')], total reward: -223.69999999999993
actions: [('DecoyApache Op_Server0', 'DiscoverRemoteSystems 10.0.218.0/28'), ('Remove Op_Server0', 'DiscoverNetworkServices 10.0.218.9'), ('Remove Op_Host1', 'ExploitRemoteService 10.0.218.9'), ('DecoyFemitter Op_Host0', 'PrivilegeEscalate User4'), ('DecoyApache User0', 'DiscoverNetworkServices 10.0.125.100'), ('DecoyFemitter User2', 'ExploitRemoteService 10.0.125.100'), ('Remove Enterprise1', 'PrivilegeEscalate Enterprise0'), ('Analyse User3', 'DiscoverRemoteSystems 10.0.125.96/28'), ('DecoyFemitter Op_Server0', 'DiscoverNetworkServices 10.0.125.105'), ('Sleep', 'ExploitRemoteService 10.0.125.105'), ('DecoyFemitter Op_Host0', 'PrivilegeEscalate Enterprise2'), ('Remove User2', 'DiscoverNetworkServices 10.0.203.129'), ('DecoyFemitter User3', 'ExploitRemoteService 10.0.203.129'), ('DecoyFemitter User3', 'ExploitRemoteService 10.0.125.105'), ('Remove Op_Host0', 'PrivilegeEscalate Enterprise2'), ('DecoyApache Enterprise2', 'DiscoverNetworkServices 10.0.203.129'), ('Analyse Op_Host0', 'ExploitRemoteService 10.0.203.129'), ('Remove User3', 'ExploitRemoteService 10.0.125.105'), ('Remove Defender', 'PrivilegeEscalate Enterprise2'), ('DecoyFemitter Enterprise0', 'DiscoverNetworkServices 10.0.203.129'), ('DecoyFemitter Enterprise2', 'ExploitRemoteService 10.0.203.129'), ('DecoyFemitter Op_Host2', 'PrivilegeEscalate Op_Server0'), ('Remove Enterprise0', 'Impact Op_Server0'), ('Analyse User4', 'Impact Op_Server0'), ('DecoyApache User0', 'Impact Op_Server0'), ('DecoyFemitter Op_Host0', 'Impact Op_Server0'), ('Analyse User3', 'Impact Op_Server0'), ('DecoyApache User1', 'Impact Op_Server0'), ('Remove Op_Host2', 'Impact Op_Server0'), ('Remove Defender', 'Impact Op_Server0')], total reward: -135.7
actions: [('Analyse User2', 'DiscoverRemoteSystems 10.0.226.64/28'), ('Analyse Op_Host1', 'DiscoverNetworkServices 10.0.226.70'), ('DecoyApache Defender', 'ExploitRemoteService 10.0.226.70'), ('DecoyFemitter Op_Server0', 'PrivilegeEscalate User3'), ('DecoyApache Op_Host1', 'DiscoverNetworkServices 10.0.70.37'), ('Analyse Op_Server0', 'ExploitRemoteService 10.0.70.37'), ('DecoyFemitter Op_Host0', 'PrivilegeEscalate Enterprise0'), ('Remove Enterprise2', 'DiscoverRemoteSystems 10.0.70.32/28'), ('Remove Op_Host1', 'DiscoverNetworkServices 10.0.70.38'), ('DecoyFemitter Op_Host0', 'ExploitRemoteService 10.0.70.38'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.70.37'), ('Analyse User2', 'PrivilegeEscalate Enterprise0'), ('Analyse User4', 'DiscoverRemoteSystems 10.0.70.32/28'), ('DecoyApache Enterprise0', 'DiscoverNetworkServices 10.0.70.38'), ('Analyse User2', 'ExploitRemoteService 10.0.70.38'), ('Remove User0', 'ExploitRemoteService 10.0.70.37'), ('DecoyFemitter User1', 'PrivilegeEscalate Enterprise0'), ('Remove Op_Server0', 'DiscoverRemoteSystems 10.0.70.32/28'), ('Remove User0', 'DiscoverNetworkServices 10.0.70.38'), ('DecoyFemitter Op_Host1', 'ExploitRemoteService 10.0.70.38'), ('Analyse User2', 'PrivilegeEscalate Enterprise2'), ('DecoyFemitter User3', 'DiscoverNetworkServices 10.0.227.196'), ('Analyse Op_Host0', 'ExploitRemoteService 10.0.227.196'), ('Remove Enterprise0', 'PrivilegeEscalate Op_Server0'), ('DecoyApache Op_Host1', 'Impact Op_Server0'), ('Analyse Enterprise1', 'Impact Op_Server0'), ('Monitor', 'Impact Op_Server0'), ('Analyse User4', 'Impact Op_Server0'), ('Remove User2', 'Impact Op_Server0'), ('DecoyApache Enterprise0', 'Impact Op_Server0')], total reward: -103.79999999999998
actions: [('Analyse User2', 'DiscoverRemoteSystems 10.0.149.176/28'), ('Analyse User3', 'DiscoverNetworkServices 10.0.149.188'), ('DecoyApache Op_Host2', 'ExploitRemoteService 10.0.149.188'), ('DecoyFemitter Enterprise2', 'PrivilegeEscalate User2'), ('DecoyFemitter Enterprise0', 'DiscoverNetworkServices 10.0.77.235'), ('Analyse Op_Server0', 'ExploitRemoteService 10.0.77.235'), ('DecoyApache Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Remove Op_Host2', 'DiscoverRemoteSystems 10.0.77.224/28'), ('DecoyApache Op_Server0', 'DiscoverNetworkServices 10.0.77.230'), ('Remove Enterprise1', 'ExploitRemoteService 10.0.77.230'), ('DecoyFemitter User3', 'ExploitRemoteService 10.0.77.235'), ('Analyse Op_Host0', 'PrivilegeEscalate Enterprise1'), ('DecoyApache Op_Host0', 'DiscoverRemoteSystems 10.0.77.224/28'), ('Remove User3', 'DiscoverNetworkServices 10.0.77.230'), ('DecoyApache Op_Host1', 'ExploitRemoteService 10.0.77.230'), ('DecoyFemitter User3', 'ExploitRemoteService 10.0.77.235'), ('Analyse User0', 'PrivilegeEscalate Enterprise1'), ('Remove Op_Host2', 'DiscoverRemoteSystems 10.0.77.224/28'), ('Remove User1', 'DiscoverNetworkServices 10.0.77.230'), ('DecoyFemitter Defender', 'ExploitRemoteService 10.0.77.230'), ('Remove User1', 'ExploitRemoteService 10.0.77.235'), ('Analyse Enterprise1', 'PrivilegeEscalate Enterprise1'), ('DecoyApache Op_Server0', 'DiscoverRemoteSystems 10.0.77.224/28'), ('Remove Op_Host2', 'DiscoverNetworkServices 10.0.77.230'), ('Analyse Op_Host1', 'ExploitRemoteService 10.0.77.230'), ('Remove Enterprise2', 'ExploitRemoteService 10.0.77.235'), ('DecoyApache User2', 'PrivilegeEscalate Enterprise1'), ('Remove User4', 'DiscoverRemoteSystems 10.0.77.224/28'), ('Sleep', 'DiscoverNetworkServices 10.0.77.230'), ('Analyse User1', 'ExploitRemoteService 10.0.77.230')], total reward: -26.80000000000001
actions: [('DecoyApache User2', 'DiscoverRemoteSystems 10.0.141.48/28'), ('DecoyFemitter User3', 'DiscoverNetworkServices 10.0.141.57'), ('DecoyApache User0', 'ExploitRemoteService 10.0.141.57'), ('DecoyFemitter User2', 'PrivilegeEscalate User1'), ('Monitor', 'DiscoverNetworkServices 10.0.134.114'), ('DecoyApache Defender', 'ExploitRemoteService 10.0.134.114'), ('DecoyFemitter User4', 'PrivilegeEscalate Enterprise1'), ('DecoyApache Defender', 'DiscoverRemoteSystems 10.0.134.112/28'), ('Remove Defender', 'DiscoverNetworkServices 10.0.134.116'), ('DecoyFemitter User2', 'ExploitRemoteService 10.0.134.116'), ('Remove User2', 'PrivilegeEscalate Enterprise2'), ('Remove Enterprise0', 'DiscoverNetworkServices 10.0.21.84'), ('DecoyFemitter Op_Host2', 'ExploitRemoteService 10.0.21.84'), ('DecoyFemitter Op_Host0', 'PrivilegeEscalate Op_Server0'), ('Remove Defender', 'Impact Op_Server0'), ('DecoyApache User4', 'Impact Op_Server0'), ('Remove Enterprise0', 'Impact Op_Server0'), ('Remove Defender', 'Impact Op_Server0'), ('DecoyApache User4', 'Impact Op_Server0'), ('DecoyFemitter Op_Server0', 'Impact Op_Server0'), ('Analyse Enterprise1', 'Impact Op_Server0'), ('DecoyFemitter User1', 'Impact Op_Server0'), ('DecoyFemitter Op_Host2', 'Impact Op_Server0'), ('Remove Enterprise2', 'Impact Op_Server0'), ('Analyse User1', 'Impact Op_Server0'), ('Sleep', 'Impact Op_Server0'), ('DecoyFemitter Op_Host0', 'Impact Op_Server0'), ('DecoyFemitter User2', 'Impact Op_Server0'), ('DecoyApache Enterprise1', 'Impact Op_Server0'), ('Analyse Op_Host1', 'Impact Op_Server0')], total reward: -223.79999999999993
actions: [('Analyse Op_Server0', 'DiscoverRemoteSystems 10.0.165.160/28'), ('Analyse User1', 'DiscoverNetworkServices 10.0.165.167'), ('DecoyApache User4', 'ExploitRemoteService 10.0.165.167'), ('Sleep', 'PrivilegeEscalate User3'), ('DecoyApache Op_Host2', 'DiscoverNetworkServices 10.0.227.97'), ('DecoyApache Op_Host2', 'ExploitRemoteService 10.0.227.97'), ('DecoyApache Enterprise0', 'PrivilegeEscalate Enterprise0'), ('DecoyFemitter Op_Host2', 'DiscoverRemoteSystems 10.0.227.96/28'), ('DecoyFemitter Defender', 'DiscoverNetworkServices 10.0.227.99'), ('DecoyFemitter User3', 'ExploitRemoteService 10.0.227.99'), ('DecoyApache Op_Host2', 'PrivilegeEscalate Enterprise2'), ('DecoyApache User0', 'DiscoverNetworkServices 10.0.143.185'), ('DecoyApache Enterprise1', 'ExploitRemoteService 10.0.143.185'), ('Analyse User0', 'PrivilegeEscalate Op_Server0'), ('Remove Op_Host0', 'Impact Op_Server0'), ('Remove Enterprise1', 'Impact Op_Server0'), ('Remove Op_Host0', 'Impact Op_Server0'), ('Remove Enterprise1', 'Impact Op_Server0'), ('Analyse Enterprise0', 'Impact Op_Server0'), ('Analyse User3', 'Impact Op_Server0'), ('Remove User2', 'Impact Op_Server0'), ('DecoyFemitter Defender', 'Impact Op_Server0'), ('Analyse Enterprise1', 'Impact Op_Server0'), ('Sleep', 'Impact Op_Server0'), ('Remove User1', 'Impact Op_Server0'), ('DecoyApache User2', 'Impact Op_Server0'), ('DecoyFemitter User2', 'Impact Op_Server0'), ('DecoyApache User1', 'Impact Op_Server0'), ('DecoyApache Op_Server0', 'Impact Op_Server0'), ('DecoyApache Op_Host2', 'Impact Op_Server0')], total reward: -223.79999999999993
actions: [('Analyse User1', 'DiscoverRemoteSystems 10.0.220.240/28'), ('DecoyApache User3', 'DiscoverNetworkServices 10.0.220.252'), ('DecoyFemitter Op_Host1', 'ExploitRemoteService 10.0.220.252'), ('Analyse User1', 'PrivilegeEscalate User1'), ('Remove Op_Host0', 'DiscoverNetworkServices 10.0.55.109'), ('Remove Enterprise2', 'ExploitRemoteService 10.0.55.109'), ('DecoyApache Enterprise0', 'PrivilegeEscalate Enterprise1'), ('DecoyFemitter User4', 'DiscoverRemoteSystems 10.0.55.96/28'), ('DecoyFemitter User3', 'DiscoverNetworkServices 10.0.55.97'), ('Remove User0', 'ExploitRemoteService 10.0.55.97'), ('Analyse User1', 'PrivilegeEscalate Enterprise2'), ('Analyse User4', 'DiscoverNetworkServices 10.0.73.233'), ('DecoyFemitter Enterprise1', 'ExploitRemoteService 10.0.73.233'), ('Monitor', 'PrivilegeEscalate Op_Server0'), ('DecoyApache Enterprise0', 'Impact Op_Server0'), ('Analyse User4', 'Impact Op_Server0'), ('DecoyApache Enterprise1', 'Impact Op_Server0'), ('DecoyApache User0', 'Impact Op_Server0'), ('Remove Defender', 'Impact Op_Server0'), ('DecoyApache User4', 'Impact Op_Server0'), ('Analyse Op_Host1', 'Impact Op_Server0'), ('Analyse User2', 'Impact Op_Server0'), ('DecoyApache User3', 'Impact Op_Server0'), ('Remove User1', 'Impact Op_Server0'), ('DecoyFemitter Op_Host1', 'Impact Op_Server0'), ('DecoyApache Op_Host2', 'Impact Op_Server0'), ('DecoyFemitter Enterprise1', 'Impact Op_Server0'), ('DecoyFemitter Enterprise2', 'Impact Op_Server0'), ('Analyse Enterprise1', 'Impact Op_Server0'), ('DecoyFemitter Enterprise2', 'Impact Op_Server0')], total reward: -224.69999999999993
actions: [('Remove Enterprise2', 'DiscoverRemoteSystems 10.0.11.224/28'), ('DecoyFemitter Op_Host2', 'DiscoverNetworkServices 10.0.11.231'), ('Remove User2', 'ExploitRemoteService 10.0.11.231'), ('Remove Op_Server0', 'PrivilegeEscalate User4'), ('Remove User4', 'DiscoverNetworkServices 10.0.247.120'), ('DecoyApache User1', 'ExploitRemoteService 10.0.247.120'), ('DecoyApache Defender', 'PrivilegeEscalate Enterprise0'), ('DecoyApache Op_Host0', 'DiscoverRemoteSystems 10.0.247.112/28'), ('Remove User0', 'DiscoverNetworkServices 10.0.247.123'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.247.123'), ('DecoyFemitter Enterprise0', 'PrivilegeEscalate Enterprise2'), ('DecoyApache Op_Server0', 'DiscoverNetworkServices 10.0.24.216'), ('Analyse Defender', 'ExploitRemoteService 10.0.24.216'), ('Remove User2', 'ExploitRemoteService 10.0.247.123'), ('DecoyApache Enterprise1', 'PrivilegeEscalate Enterprise2'), ('DecoyFemitter Defender', 'DiscoverNetworkServices 10.0.24.216'), ('DecoyFemitter Op_Server0', 'ExploitRemoteService 10.0.24.216'), ('DecoyApache User3', 'ExploitRemoteService 10.0.247.123'), ('Remove Enterprise0', 'PrivilegeEscalate Enterprise2'), ('DecoyApache Op_Server0', 'DiscoverNetworkServices 10.0.24.216'), ('DecoyFemitter Op_Host2', 'ExploitRemoteService 10.0.24.216'), ('Analyse User3', 'PrivilegeEscalate Op_Server0'), ('DecoyApache User1', 'Impact Op_Server0'), ('DecoyApache Op_Server0', 'Impact Op_Server0'), ('DecoyApache User2', 'Impact Op_Server0'), ('DecoyApache Enterprise2', 'Impact Op_Server0'), ('DecoyApache Op_Host2', 'Impact Op_Server0'), ('Remove User1', 'Impact Op_Server0'), ('Remove User3', 'Impact Op_Server0'), ('Analyse Enterprise2', 'Impact Op_Server0')], total reward: -135.79999999999998
