CybORG v2.1, Scenario2, Commit Hash: 26ce1c1253fa9e2e73f25e6a7f2da32860c11257
author: test, team: test, technique: test
wrappers: ChallengeWrapper(env=env, agent_name='Blue')
steps: 30, adversary: B_lineAgent, mean: -160.51899999999995, standard deviation 81.3768545941434
actions: [('Remove User1', 'DiscoverRemoteSystems 10.0.184.16/28'), ('Remove Enterprise1', 'DiscoverNetworkServices 10.0.184.20'), ('Analyse User0', 'ExploitRemoteService 10.0.184.20'), ('DecoyFemitter Op_Host0', 'PrivilegeEscalate User2'), ('Remove Op_Server0', 'DiscoverNetworkServices 10.0.252.56'), ('Remove User2', 'ExploitRemoteService 10.0.252.56'), ('Analyse Defender', 'PrivilegeEscalate Enterprise1'), ('DecoyFemitter Enterprise0', 'DiscoverRemoteSystems 10.0.252.48/28'), ('DecoyApache Op_Host2', 'DiscoverNetworkServices 10.0.252.50'), ('DecoyApache Op_Server0', 'ExploitRemoteService 10.0.252.50'), ('DecoyApache Defender', 'PrivilegeEscalate Enterprise2'), ('DecoyFemitter User2', 'DiscoverNetworkServices 10.0.240.230'), ('DecoyApache Enterprise1', 'ExploitRemoteService 10.0.240.230'), ('Remove Op_Host1', 'ExploitRemoteService 10.0.252.50'), ('Analyse Op_Server0', 'PrivilegeEscalate Enterprise2'), ('DecoyApache Enterprise1', 'DiscoverNetworkServices 10.0.240.230'), ('DecoyApache User0', 'ExploitRemoteService 10.0.240.230'), ('DecoyFemitter User1', 'PrivilegeEscalate Op_Server0'), ('DecoyFemitter Enterprise1', 'Impact Op_Server0'), ('Remove User1', 'Impact Op_Server0'), ('Analyse Enterprise1', 'Impact Op_Server0'), ('DecoyFemitter Defender', 'Impact Op_Server0'), ('Analyse Op_Server0', 'Impact Op_Server0'), ('Analyse Op_Host2', 'Impact Op_Server0'), ('DecoyApache Enterprise2', 'Impact Op_Server0'), ('DecoyFemitter Op_Host0', 'Impact Op_Server0'), ('DecoyApache Enterprise1', 'Impact Op_Server0'), ('DecoyFemitter User3', 'Impact Op_Server0'), ('DecoyApache Op_Server0', 'Impact Op_Server0'), ('DecoyFemitter User2', 'Impact Op_Server0')], total reward: -179.79999999999995
actions: [('DecoyApache User1', 'DiscoverRemoteSystems 10.0.236.176/28'), ('Analyse Op_Host0', 'DiscoverNetworkServices 10.0.236.190'), ('DecoyFemitter Op_Host1', 'ExploitRemoteService 10.0.236.190'), ('DecoyApache Op_Server0', 'PrivilegeEscalate User1'), ('Remove Op_Host0', 'DiscoverNetworkServices 10.0.24.189'), ('Remove User1', 'ExploitRemoteService 10.0.24.189'), ('DecoyApache Enterprise0', 'PrivilegeEscalate Enterprise1'), ('DecoyApache User1', 'DiscoverRemoteSystems 10.0.24.176/28'), ('Analyse User0', 'DiscoverNetworkServices 10.0.24.181'), ('Sleep', 'ExploitRemoteService 10.0.24.181'), ('Analyse User3', 'PrivilegeEscalate Enterprise2'), ('Remove Defender', 'DiscoverNetworkServices 10.0.185.197'), ('Remove Enterprise2', 'ExploitRemoteService 10.0.185.197'), ('Analyse Op_Host2', 'ExploitRemoteService 10.0.24.181'), ('Remove Op_Host1', 'PrivilegeEscalate Enterprise2'), ('DecoyFemitter Enterprise1', 'DiscoverNetworkServices 10.0.185.197'), ('DecoyApache Op_Host2', 'ExploitRemoteService 10.0.185.197'), ('Analyse Enterprise1', 'PrivilegeEscalate Op_Server0'), ('DecoyFemitter User3', 'Impact Op_Server0'), ('DecoyApache User0', 'Impact Op_Server0'), ('Remove User2', 'Impact Op_Server0'), ('DecoyFemitter Defender', 'Impact Op_Server0'), ('Remove Enterprise0', 'Impact Op_Server0'), ('DecoyApache User4', 'Impact Op_Server0'), ('Analyse User1', 'Impact Op_Server0'), ('Remove Op_Host2', 'Impact Op_Server0'), ('DecoyFemitter User0', 'Impact Op_Server0'), ('Monitor', 'Impact Op_Server0'), ('Analyse Op_Host0', 'Impact Op_Server0'), ('DecoyFemitter User0', 'Impact Op_Server0')], total reward: -180.79999999999995
actions: [('Analyse User0', 'DiscoverRemoteSystems 10.0.63.0/28'), ('Analyse User1', 'DiscoverNetworkServices 10.0.63.6'), ('Remove Op_Host0', 'ExploitRemoteService 10.0.63.6'), ('Remove User0', 'PrivilegeEscalate User2'), ('Remove User3', 'DiscoverNetworkServices 10.0.85.199'), ('Analyse Op_Server0', 'ExploitRemoteService 10.0.85.199'), ('DecoyApache Op_Host0', 'PrivilegeEscalate Enterprise1'), ('Remove Defender', 'DiscoverRemoteSystems 10.0.85.192/28'), ('DecoyFemitter Op_Host2', 'DiscoverNetworkServices 10.0.85.193'), ('DecoyApache User3', 'ExploitRemoteService 10.0.85.193'), ('Analyse User1', 'PrivilegeEscalate Enterprise2'), ('Analyse Op_Host2', 'DiscoverNetworkServices 10.0.19.187'), ('DecoyApache Op_Host1', 'ExploitRemoteService 10.0.19.187'), ('DecoyApache Op_Server0', 'PrivilegeEscalate Op_Server0'), ('Remove Enterprise2', 'Impact Op_Server0'), ('Analyse Op_Host0', 'Impact Op_Server0'), ('DecoyFemitter Defender', 'Impact Op_Server0'), ('DecoyApache Enterprise0', 'Impact Op_Server0'), ('DecoyFemitter Enterprise2', 'Impact Op_Server0'), ('DecoyApache User1', 'Impact Op_Server0'), ('DecoyApache Op_Host2', 'Impact Op_Server0'), ('DecoyFemitter User4', 'Impact Op_Server0'), ('DecoyApache User4', 'Impact Op_Server0'), ('DecoyFemitter Op_Host0', 'Impact Op_Server0'), ('Sleep', 'Impact Op_Server0'), ('DecoyFemitter Op_Server0', 'Impact Op_Server0'), ('DecoyApache Enterprise0', 'Impact Op_Server0'), ('Analyse User1', 'Impact Op_Server0'), ('DecoyApache Defender', 'Impact Op_Server0'), ('DecoyApache Enterprise1', 'Impact Op_Server0')], total reward: -223.79999999999993
actions: [('DecoyApache User2', 'DiscoverRemoteSystems 10.0.13.176/28'), ('Remove User4', 'DiscoverNetworkServices 10.0.13.184'), ('DecoyApache User3', 'ExploitRemoteService 10.0.13.184'), ('DecoyApache Op_Server0', 'PrivilegeEscalate User3'), ('Analyse Op_Host1', 'DiscoverNetworkServices 10.0.198.58'), ('Analyse Op_Host1', 'ExploitRemoteService 10.0.198.58'), ('Analyse Op_Server0', 'PrivilegeEscalate Enterprise0'), ('DecoyApache User0', 'DiscoverRemoteSystems 10.0.198.48/28'), ('Remove User2', 'DiscoverNetworkServices 10.0.198.51'), ('Remove Defender', 'ExploitRemoteService 10.0.198.51'), ('Remove Enterprise0', 'PrivilegeEscalate Enterprise2'), ('Analyse Op_Server0', 'DiscoverNetworkServices 10.0.133.89'), ('DecoyApache Op_Host2', 'ExploitRemoteService 10.0.133.89'), ('DecoyFemitter User3', 'PrivilegeEscalate Op_Server0'), ('DecoyFemitter Defender', 'Impact Op_Server0'), ('DecoyFemitter User2', 'Impact Op_Server0'), ('DecoyApache Enterprise1', 'Impact Op_Server0'), ('Remove Op_Host1', 'Impact Op_Server0'), ('Analyse Op_Server0', 'Impact Op_Server0'), ('DecoyApache User1', 'Impact Op_Server0'), ('DecoyApache Op_Host1', 'Impact Op_Server0'), ('Remove Op_Host0', 'Impact Op_Server0'), ('Remove Op_Host2', 'Impact Op_Server0'), ('DecoyFemitter User4', 'Impact Op_Server0'), ('Analyse Enterprise1', 'Impact Op_Server0'), ('Remove Op_Server0', 'Impact Op_Server0'), ('DecoyApache User4', 'Impact Op_Server0'), ('DecoyApache User0', 'Impact Op_Server0'), ('Analyse User4', 'Impact Op_Server0'), ('Remove User2', 'Impact Op_Server0')], total reward: -223.69999999999993
actions: [('DecoyApache Op_Host2', 'DiscoverRemoteSystems 10.0.219.224/28'), ('DecoyFemitter Enterprise2', 'DiscoverNetworkServices 10.0.219.238'), ('DecoyApache User0', 'ExploitRemoteService 10.0.219.238'), ('Remove Op_Host2', 'PrivilegeEscalate User4'), ('DecoyFemitter Op_Host1', 'DiscoverNetworkServices 10.0.172.218'), ('Analyse Defender', 'ExploitRemoteService 10.0.172.218'), ('DecoyApache Op_Server0', 'PrivilegeEscalate Enterprise0'), ('Remove User3', 'DiscoverRemoteSystems 10.0.172.208/28'), ('DecoyFemitter User2', 'DiscoverNetworkServices 10.0.172.221'), ('DecoyApache Op_Host0', 'ExploitRemoteService 10.0.172.221'), ('Remove Op_Server0', 'ExploitRemoteService 10.0.172.218'), ('Analyse User2', 'PrivilegeEscalate Enterprise0'), ('DecoyFemitter User3', 'DiscoverRemoteSystems 10.0.172.208/28'), ('DecoyApache Defender', 'DiscoverNetworkServices 10.0.172.221'), ('Remove Defender', 'ExploitRemoteService 10.0.172.221'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.172.218'), ('DecoyApache Enterprise0', 'PrivilegeEscalate Enterprise0'), ('DecoyApache User3', 'DiscoverRemoteSystems 10.0.172.208/28'), ('Analyse Op_Host2', 'DiscoverNetworkServices 10.0.172.221'), ('Analyse Defender', 'ExploitRemoteService 10.0.172.221'), ('Remove User2', 'ExploitRemoteService 10.0.172.218'), ('DecoyFemitter Defender', 'PrivilegeEscalate Enterprise0'), ('Remove User3', 'DiscoverRemoteSystems 10.0.172.208/28'), ('Remove Defender', 'DiscoverNetworkServices 10.0.172.221'), ('DecoyFemitter User0', 'ExploitRemoteService 10.0.172.221'), ('DecoyFemitter Op_Host1', 'ExploitRemoteService 10.0.172.218'), ('Remove User1', 'PrivilegeEscalate Enterprise0'), ('Remove Op_Host2', 'DiscoverRemoteSystems 10.0.172.208/28'), ('DecoyApache User0', 'DiscoverNetworkServices 10.0.172.221'), ('DecoyFemitter Enterprise0', 'ExploitRemoteService 10.0.172.221')], total reward: -26.80000000000001
actions: [('DecoyFemitter Enterprise1', 'DiscoverRemoteSystems 10.0.51.0/28'), ('DecoyApache Op_Server0', 'DiscoverNetworkServices 10.0.51.14'), ('DecoyFemitter User0', 'ExploitRemoteService 10.0.51.14'), ('DecoyFemitter User4', 'PrivilegeEscalate User2'), ('DecoyFemitter Enterprise1', 'DiscoverNetworkServices 10.0.12.254'), ('Remove Enterprise1', 'ExploitRemoteService 10.0.12.254'), ('Remove User1', 'ExploitRemoteService 10.0.51.14'), ('Remove Op_Host2', 'PrivilegeEscalate User2'), ('DecoyApache User2', 'DiscoverNetworkServices 10.0.12.254'), ('Analyse User2', 'ExploitRemoteService 10.0.12.254'), ('Remove Defender', 'ExploitRemoteService 10.0.51.14'), ('Remove Enterprise2', 'PrivilegeEscalate User2'), ('Remove User1', 'DiscoverNetworkServices 10.0.12.254'), ('DecoyApache Op_Server0', 'ExploitRemoteService 10.0.12.254'), ('Analyse User1', 'ExploitRemoteService 10.0.51.14'), ('DecoyApache User0', 'PrivilegeEscalate User2'), ('Remove Op_Host0', 'DiscoverNetworkServices 10.0.12.254'), ('Remove User4', 'ExploitRemoteService 10.0.12.254'), ('Monitor', 'ExploitRemoteService 10.0.51.14'), ('Sleep', 'PrivilegeEscalate User2'), ('Analyse User3', 'DiscoverNetworkServices 10.0.12.254'), ('DecoyFemitter Enterprise1', 'ExploitRemoteService 10.0.12.254'), ('DecoyFemitter Op_Host1', 'ExploitRemoteService 10.0.51.14'), ('Remove Op_Server0', 'PrivilegeEscalate User2'), ('Analyse Defender', 'DiscoverNetworkServices 10.0.12.254'), ('Analyse Op_Host1', 'ExploitRemoteService 10.0.12.254'), ('Monitor', 'ExploitRemoteService 10.0.51.14'), ('DecoyFemitter User3', 'PrivilegeEscalate User2'), ('DecoyApache Defender', 'DiscoverNetworkServices 10.0.12.254'), ('Remove Defender', 'ExploitRemoteService 10.0.12.254')], total reward: -2.800000000000001
actions: [('Analyse Op_Host2', 'DiscoverRemoteSystems 10.0.135.112/28'), ('Analyse Op_Host1', 'DiscoverNetworkServices 10.0.135.122'), ('DecoyApache Enterprise0', 'ExploitRemoteService 10.0.135.122'), ('DecoyApache Defender', 'PrivilegeEscalate User3'), ('DecoyApache User4', 'DiscoverNetworkServices 10.0.194.88'), ('Remove Enterprise1', 'ExploitRemoteService 10.0.194.88'), ('DecoyFemitter Enterprise0', 'ExploitRemoteService 10.0.135.122'), ('Remove User4', 'PrivilegeEscalate User3'), ('DecoyFemitter Enterprise2', 'DiscoverNetworkServices 10.0.194.88'), ('Analyse Enterprise0', 'ExploitRemoteService 10.0.194.88'), ('DecoyApache Op_Host2', 'PrivilegeEscalate Enterprise0'), ('DecoyApache Enterprise2', 'DiscoverRemoteSystems 10.0.194.80/28'), ('Remove User4', 'DiscoverNetworkServices 10.0.194.87'), ('Analyse User4', 'ExploitRemoteService 10.0.194.87'), ('DecoyFemitter Enterprise0', 'ExploitRemoteService 10.0.194.88'), ('Remove User0', 'ExploitRemoteService 10.0.135.122'), ('DecoyApache User4', 'PrivilegeEscalate User3'), ('DecoyFemitter User2', 'DiscoverNetworkServices 10.0.194.88'), ('Remove Enterprise2', 'ExploitRemoteService 10.0.194.88'), ('DecoyApache User1', 'ExploitRemoteService 10.0.135.122'), ('Remove Op_Host1', 'PrivilegeEscalate User3'), ('Remove Enterprise2', 'DiscoverNetworkServices 10.0.194.88'), ('DecoyApache User3', 'ExploitRemoteService 10.0.194.88'), ('DecoyFemitter User4', 'ExploitRemoteService 10.0.135.122'), ('Analyse User2', 'ExploitRemoteService 10.0.135.122'), ('DecoyApache Enterprise1', 'PrivilegeEscalate User3'), ('Sleep', 'DiscoverNetworkServices 10.0.194.88'), ('DecoyApache User0', 'ExploitRemoteService 10.0.194.88'), ('Remove User1', 'ExploitRemoteService 10.0.135.122'), ('DecoyFemitter User3', 'PrivilegeEscalate User3')], total reward: -22.800000000000004
actions: [('Analyse Enterprise0', 'DiscoverRemoteSystems 10.0.96.240/28'), ('Remove Op_Host2', 'DiscoverNetworkServices 10.0.96.251'), ('DecoyFemitter Defender', 'ExploitRemoteService 10.0.96.251'), ('Remove User2', 'PrivilegeEscalate User1'), ('DecoyFemitter Enterprise2', 'DiscoverNetworkServices 10.0.66.45'), ('Sleep', 'ExploitRemoteService 10.0.66.45'), ('DecoyFemitter User2', 'PrivilegeEscalate Enterprise1'), ('Remove User4', 'DiscoverRemoteSystems 10.0.66.32/28'), ('DecoyFemitter Op_Host2', 'DiscoverNetworkServices 10.0.66.44'), ('DecoyApache Op_Host2', 'ExploitRemoteService 10.0.66.44'), ('Analyse Enterprise0', 'ExploitRemoteService 10.0.66.45'), ('Analyse Enterprise0', 'PrivilegeEscalate Enterprise1'), ('DecoyApache Defender', 'DiscoverRemoteSystems 10.0.66.32/28'), ('DecoyApache Op_Host0', 'DiscoverNetworkServices 10.0.66.44'), ('DecoyFemitter Op_Server0', 'ExploitRemoteService 10.0.66.44'), ('DecoyApache Enterprise2', 'ExploitRemoteService 10.0.66.45'), ('DecoyApache Op_Host2', 'PrivilegeEscalate Enterprise1'), ('DecoyFemitter Op_Host2', 'DiscoverRemoteSystems 10.0.66.32/28'), ('Remove User4', 'DiscoverNetworkServices 10.0.66.44'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.66.44'), ('DecoyApache User2', 'ExploitRemoteService 10.0.66.45'), ('Remove Op_Server0', 'PrivilegeEscalate Enterprise1'), ('Sleep', 'DiscoverRemoteSystems 10.0.66.32/28'), ('DecoyFemitter User2', 'DiscoverNetworkServices 10.0.66.44'), ('DecoyApache Defender', 'ExploitRemoteService 10.0.66.44'), ('Analyse User1', 'ExploitRemoteService 10.0.66.45'), ('DecoyApache User0', 'PrivilegeEscalate Enterprise1'), ('Remove Enterprise0', 'DiscoverRemoteSystems 10.0.66.32/28'), ('Analyse Enterprise2', 'DiscoverNetworkServices 10.0.66.44'), ('Remove Op_Host2', 'ExploitRemoteService 10.0.66.44')], total reward: -26.80000000000001
actions: [('Analyse User3', 'DiscoverRemoteSystems 10.0.107.16/28'), ('Remove Op_Host1', 'DiscoverNetworkServices 10.0.107.27'), ('DecoyFemitter Op_Host0', 'ExploitRemoteService 10.0.107.27'), ('Analyse User3', 'PrivilegeEscalate User3'), ('Remove User1', 'DiscoverNetworkServices 10.0.90.21'), ('DecoyFemitter Op_Host0', 'ExploitRemoteService 10.0.90.21'), ('DecoyFemitter User2', 'PrivilegeEscalate Enterprise0'), ('Remove Enterprise1', 'DiscoverRemoteSystems 10.0.90.16/28'), ('DecoyFemitter User1', 'DiscoverNetworkServices 10.0.90.26'), ('Analyse User2', 'ExploitRemoteService 10.0.90.26'), ('DecoyFemitter Op_Server0', 'PrivilegeEscalate Enterprise2'), ('Analyse Enterprise0', 'DiscoverNetworkServices 10.0.176.179'), ('Remove User4', 'ExploitRemoteService 10.0.176.179'), ('Remove Op_Server0', 'PrivilegeEscalate Op_Server0'), ('Monitor', 'Impact Op_Server0'), ('DecoyApache Op_Host1', 'Impact Op_Server0'), ('DecoyApache Defender', 'Impact Op_Server0'), ('Remove User0', 'Impact Op_Server0'), ('Remove Enterprise2', 'Impact Op_Server0'), ('DecoyApache User3', 'Impact Op_Server0'), ('Remove Enterprise1', 'Impact Op_Server0'), ('DecoyFemitter Defender', 'Impact Op_Server0'), ('DecoyFemitter User3', 'Impact Op_Server0'), ('Analyse User3', 'Impact Op_Server0'), ('Analyse Enterprise0', 'Impact Op_Server0'), ('Remove Enterprise1', 'Impact Op_Server0'), ('Remove Op_Host0', 'Impact Op_Server0'), ('Analyse User1', 'Impact Op_Server0'), ('Analyse Enterprise0', 'Impact Op_Server0'), ('DecoyFemitter Op_Host1', 'Impact Op_Server0')], total reward: -223.79999999999993
actions: [('Remove Op_Server0', 'DiscoverRemoteSystems 10.0.25.160/28'), ('DecoyFemitter Op_Host2', 'DiscoverNetworkServices 10.0.25.170'), ('DecoyApache User1', 'ExploitRemoteService 10.0.25.170'), ('DecoyFemitter Op_Host0', 'PrivilegeEscalate User1'), ('DecoyFemitter Defender', 'DiscoverNetworkServices 10.0.100.242'), ('DecoyFemitter Op_Server0', 'ExploitRemoteService 10.0.100.242'), ('DecoyApache Op_Server0', 'PrivilegeEscalate Enterprise1'), ('DecoyFemitter User0', 'DiscoverRemoteSystems 10.0.100.240/28'), ('DecoyApache User3', 'DiscoverNetworkServices 10.0.100.250'), ('Analyse User1', 'ExploitRemoteService 10.0.100.250'), ('DecoyFemitter User3', 'PrivilegeEscalate Enterprise2'), ('Analyse User4', 'DiscoverNetworkServices 10.0.90.8'), ('DecoyFemitter Op_Host0', 'ExploitRemoteService 10.0.90.8'), ('DecoyApache User2', 'ExploitRemoteService 10.0.100.250'), ('DecoyApache User1', 'ExploitRemoteService 10.0.100.242'), ('DecoyApache User0', 'PrivilegeEscalate Enterprise1'), ('Remove Enterprise1', 'DiscoverRemoteSystems 10.0.100.240/28'), ('DecoyFemitter User2', 'DiscoverNetworkServices 10.0.100.250'), ('Remove User1', 'ExploitRemoteService 10.0.100.250'), ('DecoyFemitter Op_Server0', 'PrivilegeEscalate Enterprise2'), ('DecoyApache Op_Host2', 'DiscoverNetworkServices 10.0.90.8'), ('DecoyFemitter Op_Host2', 'ExploitRemoteService 10.0.90.8'), ('Analyse User1', 'PrivilegeEscalate Op_Server0'), ('Remove Enterprise2', 'Impact Op_Server0'), ('DecoyApache Enterprise1', 'Impact Op_Server0'), ('DecoyApache User3', 'Impact Op_Server0'), ('DecoyFemitter Op_Host1', 'Impact Op_Server0'), ('DecoyFemitter User4', 'Impact Op_Server0'), ('Remove Defender', 'Impact Op_Server0'), ('DecoyFemitter Op_Host1', 'Impact Op_Server0')], total reward: -124.69999999999999
actions: [('DecoyApache Enterprise2', 'DiscoverRemoteSystems 10.0.13.112/28'), ('Remove Defender', 'DiscoverNetworkServices 10.0.13.115'), ('Monitor', 'ExploitRemoteService 10.0.13.115'), ('DecoyFemitter Enterprise2', 'PrivilegeEscalate User1'), ('DecoyFemitter User1', 'DiscoverNetworkServices 10.0.42.186'), ('Remove Enterprise0', 'ExploitRemoteService 10.0.42.186'), ('DecoyApache User0', 'PrivilegeEscalate Enterprise1'), ('DecoyApache Enterprise2', 'DiscoverRemoteSystems 10.0.42.176/28'), ('DecoyApache User3', 'DiscoverNetworkServices 10.0.42.177'), ('Analyse Op_Host1', 'ExploitRemoteService 10.0.42.177'), ('DecoyApache Enterprise2', 'ExploitRemoteService 10.0.42.186'), ('DecoyApache Enterprise0', 'PrivilegeEscalate Enterprise1'), ('DecoyApache User1', 'DiscoverRemoteSystems 10.0.42.176/28'), ('Analyse Defender', 'DiscoverNetworkServices 10.0.42.177'), ('Analyse User2', 'ExploitRemoteService 10.0.42.177'), ('Analyse Defender', 'ExploitRemoteService 10.0.42.186'), ('DecoyApache User1', 'PrivilegeEscalate Enterprise1'), ('DecoyApache User1', 'DiscoverRemoteSystems 10.0.42.176/28'), ('Analyse User1', 'DiscoverNetworkServices 10.0.42.177'), ('DecoyApache Op_Server0', 'ExploitRemoteService 10.0.42.177'), ('Analyse User3', 'ExploitRemoteService 10.0.42.186'), ('DecoyFemitter User1', 'PrivilegeEscalate Enterprise1'), ('DecoyFemitter User1', 'DiscoverRemoteSystems 10.0.42.176/28'), ('DecoyFemitter Op_Host1', 'DiscoverNetworkServices 10.0.42.177'), ('DecoyFemitter User2', 'ExploitRemoteService 10.0.42.177'), ('Remove User4', 'ExploitRemoteService 10.0.42.186'), ('Remove Enterprise1', 'PrivilegeEscalate Enterprise1'), ('DecoyFemitter Op_Host1', 'DiscoverRemoteSystems 10.0.42.176/28'), ('Remove Op_Host1', 'DiscoverNetworkServices 10.0.42.177'), ('DecoyApache Op_Server0', 'ExploitRemoteService 10.0.42.177')], total reward: -26.80000000000001
actions: [('DecoyFemitter Enterprise2', 'DiscoverRemoteSystems 10.0.104.160/28'), ('Analyse User2', 'DiscoverNetworkServices 10.0.104.173'), ('Remove Op_Host2', 'ExploitRemoteService 10.0.104.173'), ('Analyse Defender', 'PrivilegeEscalate User2'), ('Analyse User1', 'DiscoverNetworkServices 10.0.124.234'), ('Remove User4', 'ExploitRemoteService 10.0.124.234'), ('DecoyApache Op_Host1', 'PrivilegeEscalate Enterprise1'), ('DecoyApache Enterprise1', 'DiscoverRemoteSystems 10.0.124.224/28'), ('DecoyApache User0', 'DiscoverNetworkServices 10.0.124.226'), ('DecoyApache Op_Host2', 'ExploitRemoteService 10.0.124.226'), ('Analyse Enterprise0', 'ExploitRemoteService 10.0.124.234'), ('DecoyFemitter User3', 'PrivilegeEscalate Enterprise1'), ('Analyse Enterprise1', 'DiscoverRemoteSystems 10.0.124.224/28'), ('Remove Enterprise0', 'DiscoverNetworkServices 10.0.124.226'), ('DecoyApache User3', 'ExploitRemoteService 10.0.124.226'), ('Remove Op_Host0', 'ExploitRemoteService 10.0.124.234'), ('Analyse Op_Server0', 'PrivilegeEscalate Enterprise1'), ('DecoyApache Op_Host1', 'DiscoverRemoteSystems 10.0.124.224/28'), ('Remove Enterprise1', 'DiscoverNetworkServices 10.0.124.226'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.124.226'), ('DecoyFemitter Enterprise2', 'ExploitRemoteService 10.0.124.234'), ('Analyse User1', 'PrivilegeEscalate Enterprise1'), ('Remove Enterprise2', 'DiscoverRemoteSystems 10.0.124.224/28'), ('Remove User2', 'DiscoverNetworkServices 10.0.124.226'), ('Analyse User4', 'ExploitRemoteService 10.0.124.226'), ('Analyse User4', 'ExploitRemoteService 10.0.124.234'), ('Analyse Op_Host0', 'PrivilegeEscalate Enterprise1'), ('DecoyFemitter User4', 'DiscoverRemoteSystems 10.0.124.224/28'), ('DecoyFemitter Defender', 'DiscoverNetworkServices 10.0.124.226'), ('Analyse User1', 'ExploitRemoteService 10.0.124.226')], total reward: -26.80000000000001
actions: [('Analyse Op_Server0', 'DiscoverRemoteSystems 10.0.190.64/28'), ('Analyse User3', 'DiscoverNetworkServices 10.0.190.70'), ('Remove User1', 'ExploitRemoteService 10.0.190.70'), ('DecoyFemitter Op_Server0', 'PrivilegeEscalate User1'), ('DecoyApache Op_Server0', 'DiscoverNetworkServices 10.0.68.7'), ('DecoyApache Op_Host2', 'ExploitRemoteService 10.0.68.7'), ('DecoyApache User0', 'PrivilegeEscalate Enterprise1'), ('Analyse Op_Host2', 'DiscoverRemoteSystems 10.0.68.0/28'), ('Analyse Op_Host2', 'DiscoverNetworkServices 10.0.68.10'), ('DecoyApache Op_Host2', 'ExploitRemoteService 10.0.68.10'), ('DecoyApache User3', 'PrivilegeEscalate Enterprise2'), ('Analyse User2', 'DiscoverNetworkServices 10.0.243.91'), ('DecoyFemitter Enterprise1', 'ExploitRemoteService 10.0.243.91'), ('DecoyApache Enterprise2', 'PrivilegeEscalate Op_Server0'), ('Analyse Enterprise1', 'Impact Op_Server0'), ('Analyse User3', 'Impact Op_Server0'), ('DecoyFemitter User0', 'Impact Op_Server0'), ('Monitor', 'Impact Op_Server0'), ('Remove Enterprise2', 'Impact Op_Server0'), ('DecoyFemitter User3', 'Impact Op_Server0'), ('DecoyFemitter User4', 'Impact Op_Server0'), ('DecoyFemitter Enterprise2', 'Impact Op_Server0'), ('Analyse User2', 'Impact Op_Server0'), ('Remove User3', 'Impact Op_Server0'), ('DecoyFemitter User3', 'Impact Op_Server0'), ('DecoyFemitter Op_Host2', 'Impact Op_Server0'), ('Remove Op_Server0', 'Impact Op_Server0'), ('Remove User3', 'Impact Op_Server0'), ('Remove Enterprise1', 'Impact Op_Server0'), ('Remove User0', 'Impact Op_Server0')], total reward: -223.79999999999993
actions: [('Analyse Enterprise1', 'DiscoverRemoteSystems 10.0.205.144/28'), ('DecoyApache User3', 'DiscoverNetworkServices 10.0.205.152'), ('DecoyFemitter User2', 'ExploitRemoteService 10.0.205.152'), ('Remove Op_Host1', 'PrivilegeEscalate User3'), ('Monitor', 'DiscoverNetworkServices 10.0.163.29'), ('Remove Enterprise1', 'ExploitRemoteService 10.0.163.29'), ('Remove Op_Host1', 'PrivilegeEscalate Enterprise0'), ('Analyse Enterprise1', 'DiscoverRemoteSystems 10.0.163.16/28'), ('DecoyApache Enterprise0', 'DiscoverNetworkServices 10.0.163.26'), ('Remove User2', 'ExploitRemoteService 10.0.163.26'), ('DecoyApache User3', 'PrivilegeEscalate Enterprise2'), ('Analyse User0', 'DiscoverNetworkServices 10.0.9.22'), ('Analyse User4', 'ExploitRemoteService 10.0.9.22'), ('Analyse Op_Server0', 'PrivilegeEscalate Op_Server0'), ('DecoyFemitter Enterprise1', 'Impact Op_Server0'), ('Remove Defender', 'Impact Op_Server0'), ('DecoyFemitter User0', 'Impact Op_Server0'), ('DecoyApache Enterprise2', 'Impact Op_Server0'), ('DecoyFemitter User3', 'Impact Op_Server0'), ('Analyse User4', 'Impact Op_Server0'), ('DecoyApache Op_Host1', 'Impact Op_Server0'), ('DecoyFemitter Enterprise2', 'Impact Op_Server0'), ('Analyse Enterprise1', 'Impact Op_Server0'), ('Remove User1', 'Impact Op_Server0'), ('Remove User4', 'Impact Op_Server0'), ('Remove Enterprise2', 'Impact Op_Server0'), ('DecoyApache Op_Host2', 'Impact Op_Server0'), ('Remove Defender', 'Impact Op_Server0'), ('Remove Op_Host1', 'Impact Op_Server0'), ('Remove User0', 'Impact Op_Server0')], total reward: -223.79999999999993
